2025-06-27 13:00:53.075 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Hetlioz
2025-06-27 13:24:15.649 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Insulin-aspart-sanofi
2025-06-27 13:24:15.650 | INFO     | adapters.download_file:download_pdf:92 - Downloading 228/336 : Peyona
2025-06-27 13:24:15.725 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Peyona. Retrying...(1/5)
2025-06-27 13:24:18.847 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Klisyri. Retrying...(3/5)
2025-06-27 13:24:21.143 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Ninlaro
2025-06-27 13:24:21.149 | INFO     | adapters.download_file:download_pdf:92 - Downloading 229/336 : Savene
2025-06-27 13:24:21.204 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Savene. Retrying...(1/5)
2025-06-27 13:24:22.966 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Kerendia
2025-06-27 13:24:22.967 | INFO     | adapters.download_file:download_pdf:92 - Downloading 230/336 : Multaq
2025-06-27 13:24:23.021 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Multaq. Retrying...(1/5)
2025-06-27 13:24:23.769 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Peyona. Retrying...(2/5)
2025-06-27 13:24:26.227 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Vemlidy. Retrying...(5/5)
2025-06-27 13:24:26.893 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Klisyri. Retrying...(4/5)
2025-06-27 13:24:30.817 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Peyona. Retrying...(3/5)
2025-06-27 13:24:32.099 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Klisyri
2025-06-27 13:24:32.099 | INFO     | adapters.download_file:download_pdf:92 - Downloading 231/336 : Lyxumia
2025-06-27 13:24:32.156 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lyxumia. Retrying...(1/5)
2025-06-27 13:24:32.248 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Savene. Retrying...(2/5)
2025-06-27 13:24:37.066 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Multaq. Retrying...(2/5)
2025-06-27 13:24:38.243 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Vemlidy
2025-06-27 13:24:38.249 | INFO     | adapters.download_file:download_pdf:92 - Downloading 232/336 : Infanrix-hexa
2025-06-27 13:24:38.473 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Infanrix-hexa
2025-06-27 13:24:38.475 | INFO     | adapters.download_file:download_pdf:92 - Downloading 233/336 : Fabrazyme
2025-06-27 13:24:38.512 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(1/5)
2025-06-27 13:24:40.561 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(2/5)
2025-06-27 13:24:41.869 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Peyona. Retrying...(4/5)
2025-06-27 13:24:42.204 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lyxumia. Retrying...(2/5)
2025-06-27 13:24:42.605 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(3/5)
2025-06-27 13:24:44.122 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Multaq. Retrying...(3/5)
2025-06-27 13:24:44.311 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Savene. Retrying...(3/5)
2025-06-27 13:24:45.912 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Peyona. Retrying...(5/5)
2025-06-27 13:24:46.360 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Savene. Retrying...(4/5)
2025-06-27 13:24:48.254 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Lyxumia. Retrying...(3/5)
2025-06-27 13:24:50.168 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Multaq. Retrying...(4/5)
2025-06-27 13:24:50.650 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(4/5)
2025-06-27 13:24:51.920 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Peyona
2025-06-27 13:24:51.927 | INFO     | adapters.download_file:download_pdf:92 - Downloading 234/336 : Dovprela
2025-06-27 13:24:51.966 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovprela. Retrying...(1/5)
2025-06-27 13:24:54.017 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovprela. Retrying...(2/5)
2025-06-27 13:24:56.728 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Fabrazyme. Retrying...(5/5)
2025-06-27 13:24:57.490 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lyxumia
2025-06-27 13:24:57.491 | INFO     | adapters.download_file:download_pdf:92 - Downloading 235/336 : Tevagrastim
2025-06-27 13:24:57.529 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tevagrastim. Retrying...(1/5)
2025-06-27 13:24:58.412 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Savene. Retrying...(5/5)
2025-06-27 13:25:01.060 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovprela. Retrying...(3/5)
2025-06-27 13:25:01.571 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tevagrastim. Retrying...(2/5)
2025-06-27 13:25:02.224 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Multaq. Retrying...(5/5)
2025-06-27 13:25:03.228 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Multaq
2025-06-27 13:25:03.230 | INFO     | adapters.download_file:download_pdf:92 - Downloading 236/336 : Toujeo
2025-06-27 13:25:03.268 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(1/5)
2025-06-27 13:25:03.623 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tevagrastim. Retrying...(3/5)
2025-06-27 13:25:06.311 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(2/5)
2025-06-27 13:25:06.427 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Savene
2025-06-27 13:25:06.430 | INFO     | adapters.download_file:download_pdf:92 - Downloading 237/336 : Galliapharm
2025-06-27 13:25:06.464 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Galliapharm. Retrying...(1/5)
2025-06-27 13:25:07.736 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Fabrazyme
2025-06-27 13:25:07.743 | INFO     | adapters.download_file:download_pdf:92 - Downloading 238/336 : Rilutek
2025-06-27 13:25:07.792 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rilutek. Retrying...(1/5)
2025-06-27 13:25:09.114 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Dovprela. Retrying...(4/5)
2025-06-27 13:25:13.527 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Galliapharm. Retrying...(2/5)
2025-06-27 13:25:14.389 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(3/5)
2025-06-27 13:25:16.670 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tevagrastim. Retrying...(4/5)
2025-06-27 13:25:19.849 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rilutek. Retrying...(2/5)
2025-06-27 13:25:22.574 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Galliapharm. Retrying...(3/5)
2025-06-27 13:25:23.308 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Dovprela
2025-06-27 13:25:23.309 | INFO     | adapters.download_file:download_pdf:92 - Downloading 239/336 : Insuman
2025-06-27 13:25:23.345 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Insuman. Retrying...(1/5)
2025-06-27 13:25:26.387 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Insuman. Retrying...(2/5)
2025-06-27 13:25:26.436 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(4/5)
2025-06-27 13:25:28.477 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Toujeo. Retrying...(5/5)
2025-06-27 13:25:29.716 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Tevagrastim. Retrying...(5/5)
2025-06-27 13:25:30.899 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rilutek. Retrying...(3/5)
2025-06-27 13:25:35.487 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Toujeo
2025-06-27 13:25:35.492 | INFO     | adapters.download_file:download_pdf:92 - Downloading 240/336 : Granupas
2025-06-27 13:25:35.545 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(1/5)
2025-06-27 13:25:35.622 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Galliapharm. Retrying...(4/5)
2025-06-27 13:25:36.441 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Insuman. Retrying...(3/5)
2025-06-27 13:25:36.722 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Tevagrastim
2025-06-27 13:25:36.729 | INFO     | adapters.download_file:download_pdf:92 - Downloading 241/336 : Intelence
2025-06-27 13:25:36.816 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Intelence. Retrying...(1/5)
2025-06-27 13:25:36.880 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Galliapharm
2025-06-27 13:25:36.881 | INFO     | adapters.download_file:download_pdf:92 - Downloading 242/336 : Fasturtec
2025-06-27 13:25:36.993 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Fasturtec
2025-06-27 13:25:36.994 | INFO     | adapters.download_file:download_pdf:92 - Downloading 243/336 : Aybintio
2025-06-27 13:25:37.031 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Aybintio. Retrying...(1/5)
2025-06-27 13:25:39.598 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(2/5)
2025-06-27 13:25:41.966 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rilutek. Retrying...(4/5)
2025-06-27 13:25:46.013 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Rilutek. Retrying...(5/5)
2025-06-27 13:25:46.668 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(3/5)
2025-06-27 13:25:47.030 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Rilutek
2025-06-27 13:25:47.036 | INFO     | adapters.download_file:download_pdf:92 - Downloading 244/336 : Volibris
2025-06-27 13:25:47.074 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Aybintio. Retrying...(2/5)
2025-06-27 13:25:47.250 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Volibris
2025-06-27 13:25:47.251 | INFO     | adapters.download_file:download_pdf:92 - Downloading 245/336 : Vazkepa
2025-06-27 13:25:47.449 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Vazkepa
2025-06-27 13:25:47.450 | INFO     | adapters.download_file:download_pdf:92 - Downloading 246/336 : Teriflunomide-accord
2025-06-27 13:25:47.484 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Teriflunomide-accord. Retrying...(1/5)
2025-06-27 13:25:47.861 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Intelence. Retrying...(2/5)
2025-06-27 13:25:49.482 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Insuman. Retrying...(4/5)
2025-06-27 13:25:54.551 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Teriflunomide-accord. Retrying...(2/5)
2025-06-27 13:25:55.146 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Aybintio. Retrying...(3/5)
2025-06-27 13:25:55.714 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(4/5)
2025-06-27 13:26:00.534 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Insuman. Retrying...(5/5)
2025-06-27 13:26:02.551 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Insuman
2025-06-27 13:26:02.558 | INFO     | adapters.download_file:download_pdf:92 - Downloading 247/336 : Lenalidomide-krka
2025-06-27 13:26:02.840 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Lenalidomide-krka
2025-06-27 13:26:02.842 | INFO     | adapters.download_file:download_pdf:92 - Downloading 248/336 : Byfavo
2025-06-27 13:26:02.876 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Byfavo. Retrying...(1/5)
2025-06-27 13:26:02.906 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Intelence. Retrying...(3/5)
2025-06-27 13:26:07.195 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Aybintio. Retrying...(4/5)
2025-06-27 13:26:07.601 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Teriflunomide-accord. Retrying...(3/5)
2025-06-27 13:26:07.753 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Granupas. Retrying...(5/5)
2025-06-27 13:26:12.650 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Teriflunomide-accord. Retrying...(4/5)
2025-06-27 13:26:16.226 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Intelence
2025-06-27 13:26:16.227 | INFO     | adapters.download_file:download_pdf:92 - Downloading 249/336 : Entecavir-accord
2025-06-27 13:26:16.276 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Entecavir-accord. Retrying...(1/5)
2025-06-27 13:26:17.934 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Byfavo. Retrying...(2/5)
2025-06-27 13:26:21.762 | ERROR    | adapters.download_file:download_pdf:122 - Error: Maximum number of retries (5) reached for Granupas
2025-06-27 13:26:21.768 | INFO     | adapters.download_file:download_pdf:92 - Downloading 250/336 : Biresp-spiromax
2025-06-27 13:26:21.806 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Biresp-spiromax. Retrying...(1/5)
2025-06-27 13:26:22.325 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Entecavir-accord. Retrying...(2/5)
2025-06-27 13:26:22.401 | SUCCESS  | adapters.download_file:download_pdf:100 - Success: Aybintio
2025-06-27 13:26:22.402 | INFO     | adapters.download_file:download_pdf:92 - Downloading 251/336 : Epoetin-alfa-hexal
2025-06-27 13:26:22.439 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epoetin-alfa-hexal. Retrying...(1/5)
2025-06-27 13:26:22.861 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Biresp-spiromax. Retrying...(2/5)
2025-06-27 13:26:24.749 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Teriflunomide-accord. Retrying...(5/5)
2025-06-27 13:26:26.546 | WARNING  | adapters.download_file:download_pdf:117 - Error 429 : too many requests for Epoetin-alfa-hexal. Retrying...(2/5)
